wishlist_id,user_id,product_id,product_name,category,brand,price,quantity,date_added,priority,availability_status,rating,review_count,discount,final_price,currency,location,device_type,user_segment,notes
157,16338,18874,Particular Mean,Laptops,Sony,1265.53,1,2023-12-18,High,In Stock,4.8,282,0.37,797.28,USD,Canada,Mobile,Student,Information read experience building personal low here.
158,33405,5816,Some Writer,Audio,HP,1506.63,2,2024-06-21,Medium,In Stock,1.6,4963,0.17,1250.5,USD,USA,Desktop,Professional,Congress field until former data summer ask.
159,45457,18516,Bag Girl,Components,Acer,2695.62,1,2024-10-29,Medium,In Stock,4.2,2415,0.39,1644.33,USD,Canada,Desktop,Professional,Increase responsibility theory really if discussion.
160,45427,1770,Evening Available,Monitors,Apple,1436.9,2,2024-05-12,Medium,In Stock,1.4,3788,0.02,1408.16,USD,Mexico,Tablet,Professional,Something design impact myself.
161,27648,403,Last Wide,Monitors,Acer,2776.79,2,2025-01-21,High,Preorder,3.4,1318,0.02,2721.25,USD,Mexico,Laptop,Student,Experience decade thousand interest culture character.
162,20756,18338,Computer City,Laptops,Apple,1739.93,3,2024-03-13,Medium,In Stock,4.6,3373,0.07,1618.13,USD,Mexico,Tablet,Casual,Report him management something theory major.
163,17665,13712,Move Wrong,Audio,Samsung,1160.62,1,2025-03-22,Low,Out of Stock,4.4,905,0.05,1102.59,USD,Argentina,Mobile,Student,Space almost every boy pretty.
164,22290,15183,Paper Well,Monitors,Asus,156.0,4,2024-03-13,Low,Out of Stock,2.3,2267,0.41,92.04,USD,Canada,Desktop,Student,Source play six somebody thank continue know.
165,11558,19418,Rather Movement,Monitors,HP,1746.11,3,2024-07-09,High,Out of Stock,3.5,1469,0.17,1449.27,USD,Spain,Desktop,Casual,Grow realize hard push ahead raise stay.
166,45146,6184,Someone Tonight,Audio,Dell,1579.45,2,2023-12-02,High,Preorder,1.8,250,0.36,1010.85,USD,Canada,Mobile,Gamer,Picture style exist through money store need.
167,49826,16310,Hold Sure,Accessories,Asus,140.02,3,2024-08-07,High,In Stock,2.1,4740,0.01,138.62,USD,Mexico,Desktop,Student,Finally raise miss.
168,28642,5897,Magazine Mother,Monitors,LG,1282.19,2,2024-03-22,Low,Preorder,2.7,2105,0.05,1218.08,USD,USA,Mobile,Gamer,Although why program right because.
169,6317,10651,Benefit State,Audio,HP,1363.86,1,2025-04-08,Medium,Preorder,3.3,1727,0.15,1159.28,USD,USA,Tablet,Gamer,Air myself do wish development yard order.
170,35836,7262,Culture When,Audio,Samsung,1776.6,4,2024-10-17,Low,In Stock,1.1,2284,0.16,1492.34,USD,Argentina,Laptop,Professional,Resource doctor guy try.
171,31474,8645,Memory Bad,Monitors,Sony,2359.76,2,2025-08-26,High,Preorder,1.2,2939,0.32,1604.64,USD,Argentina,Laptop,Casual,Body player event meet light yard.
172,35568,17837,Lawyer Executive,Accessories,HP,425.28,3,2025-09-05,High,In Stock,4.1,964,0.19,344.48,USD,USA,Laptop,Gamer,Above wall seven family seat quite.
173,39523,9357,Material Believe,Monitors,Apple,2269.05,3,2025-03-03,High,In Stock,2.1,4591,0.22,1769.86,USD,Mexico,Tablet,Professional,Concern coach few physical indicate Mrs.
174,40957,7129,Fish Area,Laptops,Sony,1538.05,2,2024-02-16,High,In Stock,1.2,144,0.16,1291.96,USD,Spain,Tablet,Student,Nation new page as.
175,16042,5134,Radio Process,Smartphones,Asus,2698.82,1,2025-03-13,Medium,In Stock,4.8,1227,0.37,1700.26,USD,USA,Desktop,Student,All first south difficult.
176,22509,5608,Maybe Job,Monitors,Asus,533.65,3,2024-10-05,Low,Preorder,4.6,1400,0.38,330.86,USD,Argentina,Desktop,Casual,Fear scientist production keep sister.
177,1973,5032,Police Author,Accessories,Asus,392.78,2,2024-07-17,Low,Out of Stock,3.4,4979,0.0,392.78,USD,Canada,Tablet,Gamer,Number behavior throughout black gun.
178,41015,15662,Stage Election,Audio,Asus,308.56,2,2025-08-15,Medium,Preorder,2.0,751,0.41,182.05,USD,Mexico,Laptop,Professional,Industry white who.
179,25271,9168,Sit Page,Accessories,Sony,632.51,4,2024-11-11,Medium,In Stock,4.6,4898,0.37,398.48,USD,Spain,Mobile,Casual,Machine by series news.
180,11756,15217,Four Free,Monitors,LG,502.26,3,2023-12-17,Medium,In Stock,1.2,4209,0.23,386.74,USD,Spain,Desktop,Student,Collection might stage record throw south.
181,4783,9133,Allow Buy,Smartphones,Asus,120.73,1,2023-11-27,Low,Out of Stock,2.0,174,0.18,99.0,USD,USA,Laptop,Student,Feeling cover do like.
182,10495,16719,Power Building,Components,Sony,1244.4,1,2025-03-27,Medium,Out of Stock,2.3,1690,0.27,908.41,USD,Canada,Desktop,Professional,Again social report work him music another.
183,14883,11671,Vote Difference,Components,Samsung,249.51,4,2024-11-09,Low,Out of Stock,2.0,2076,0.35,162.18,USD,Argentina,Mobile,Casual,Final where win mention.
184,40791,8254,Interest Service,Monitors,Acer,2977.14,2,2025-09-26,High,Out of Stock,2.7,2979,0.42,1726.74,USD,Spain,Desktop,Casual,Think father money skin board brother show.
185,41237,19327,Detail Choice,Monitors,Apple,1290.91,4,2024-12-27,High,Out of Stock,3.2,1070,0.35,839.09,USD,Mexico,Mobile,Student,Collection rich me spring soldier run think.
186,32630,18809,Amount Rest,Smartphones,Sony,1826.64,2,2024-05-17,High,Out of Stock,3.4,4058,0.48,949.85,USD,Spain,Mobile,Gamer,Indeed executive nation local kind.
187,10303,2235,Should On,Monitors,Dell,373.71,1,2024-05-28,High,Out of Stock,1.2,3938,0.18,306.44,USD,USA,Desktop,Student,Hotel get mouth phone at phone center.
188,11033,7747,Than Democratic,Components,Acer,2810.82,4,2025-11-07,High,In Stock,2.0,3485,0.25,2108.12,USD,USA,Tablet,Student,Whole order start drop apply teacher big.
189,39302,5935,Open Debate,Laptops,LG,1649.2,2,2024-12-22,Medium,In Stock,1.2,2884,0.31,1137.95,USD,USA,Mobile,Professional,Team yeah attorney series.
190,23571,14069,Attack Country,Laptops,Sony,1861.85,2,2024-02-05,Medium,In Stock,4.8,1313,0.47,986.78,USD,Spain,Laptop,Student,Teach good good month or expert.
191,48617,7844,Item Ground,Accessories,Dell,2514.68,1,2025-10-24,Low,In Stock,2.5,4648,0.0,2514.68,USD,Argentina,Mobile,Student,That believe difficult involve point none peace walk.
192,8062,10144,Cover Political,Components,Asus,1088.99,2,2024-08-02,High,Preorder,2.7,784,0.37,686.06,USD,Mexico,Desktop,Student,Total past character free.
193,40884,4487,Bad Similar,Accessories,Asus,2109.0,1,2024-04-07,High,Preorder,3.9,2205,0.45,1159.95,USD,Canada,Desktop,Gamer,New black these yeah ball.
194,31669,12303,Positive Institution,Laptops,Asus,1213.81,1,2025-07-01,High,Preorder,1.0,2990,0.25,910.36,USD,Canada,Tablet,Gamer,Central everybody knowledge.
195,46169,9557,Stuff Foot,Laptops,Acer,934.51,4,2024-01-08,Medium,In Stock,1.4,3118,0.11,831.71,USD,Argentina,Desktop,Gamer,Fill contain whatever television gun.
196,9316,9341,Who Western,Laptops,Apple,2290.43,4,2024-12-17,Medium,In Stock,2.5,3176,0.39,1397.16,USD,Mexico,Tablet,Casual,Raise goal medical perhaps whatever affect.
197,44705,5933,Pm Education,Accessories,Asus,2767.82,3,2024-01-24,Low,In Stock,2.1,3443,0.08,2546.39,USD,Canada,Desktop,Casual,Poor after glass wonder community.
198,48049,8662,Treatment Not,Components,Apple,1847.59,3,2025-11-23,Low,Out of Stock,2.3,957,0.0,1847.59,USD,Canada,Desktop,Casual,Computer should herself trial worry plan.
199,18814,160,Dinner Citizen,Accessories,HP,2586.67,3,2023-11-27,Low,Preorder,1.7,277,0.22,2017.6,USD,Canada,Laptop,Gamer,Indeed focus stay audience.
200,19123,11281,Reveal Cultural,Components,Acer,571.52,2,2024-05-31,High,Out of Stock,1.1,1798,0.27,417.21,USD,Argentina,Laptop,Casual,Glass or agent shake.
201,20300,19963,Attention From,Smartphones,Sony,2867.49,2,2025-05-27,Low,In Stock,2.8,1828,0.03,2781.47,USD,USA,Tablet,Gamer,Value shake government college green.
202,5090,19916,Buy True,Laptops,LG,1413.2,3,2024-10-21,High,Out of Stock,4.9,3646,0.29,1003.37,USD,Argentina,Tablet,Student,Degree fine sign benefit scene.
203,23596,1881,List Hospital,Monitors,LG,889.04,3,2025-06-27,High,Out of Stock,4.2,482,0.04,853.48,USD,USA,Desktop,Professional,Administration mouth husband kind speak the agency professor.
204,49413,11221,What Person,Smartphones,HP,2725.99,3,2024-07-23,Low,Out of Stock,2.9,1078,0.43,1553.81,USD,Spain,Desktop,Student,Leave party her lose manager.
205,16247,2783,Test Create,Laptops,LG,1890.92,4,2025-02-08,Low,Preorder,4.9,4040,0.49,964.37,USD,Mexico,Desktop,Professional,Chance body campaign money.
206,42927,6091,Among Book,Components,Asus,2991.03,4,2025-05-08,High,Preorder,2.0,1106,0.33,2003.99,USD,Spain,Desktop,Gamer,Political enjoy story where study push song.
207,25326,584,Marriage Involve,Monitors,Apple,1122.86,4,2024-03-27,Low,In Stock,2.0,3914,0.48,583.89,USD,Spain,Tablet,Professional,Attention movie organization want probably home theory.
208,45038,9903,Thousand Measure,Accessories,Samsung,2748.46,4,2024-08-16,Low,Out of Stock,4.9,550,0.15,2336.19,USD,Spain,Desktop,Gamer,Our game break nice gun positive minute.
209,610,19383,Security Tree,Accessories,Apple,685.97,1,2024-06-07,Medium,Preorder,1.8,64,0.38,425.3,USD,Canada,Tablet,Professional,Visit foreign particular before why team manager.
210,26397,10116,Out Fall,Audio,Acer,1902.85,1,2024-04-12,High,Preorder,1.7,3991,0.24,1446.17,USD,Spain,Laptop,Student,Grow push development next at he.
211,46325,1388,Trouble Walk,Smartphones,Samsung,1411.26,2,2024-03-14,Low,Preorder,3.6,4662,0.42,818.53,USD,USA,Desktop,Professional,Beautiful large measure.
212,15531,16746,Arm Future,Laptops,Samsung,1982.08,3,2023-12-23,Low,Out of Stock,4.6,1218,0.37,1248.71,USD,Spain,Desktop,Professional,Production high challenge per difference.
213,2278,11302,Eight Message,Accessories,Dell,1617.43,4,2024-09-24,High,Out of Stock,3.9,2359,0.15,1374.82,USD,Canada,Tablet,Student,Test fall serious when first police.
214,16324,9384,Thank Close,Smartphones,HP,842.21,1,2024-10-03,High,Preorder,1.3,4567,0.31,581.12,USD,Argentina,Laptop,Professional,Friend simply building quite practice affect.
215,40340,17313,Opportunity Style,Smartphones,Dell,2649.26,2,2025-03-24,Medium,In Stock,2.9,3376,0.46,1430.6,USD,Mexico,Desktop,Professional,Impact role vote.
216,38188,17143,Inside Remember,Laptops,Apple,1502.91,1,2025-10-17,High,Out of Stock,2.3,2958,0.22,1172.27,USD,Canada,Mobile,Student,Describe fill decision safe she purpose.
217,27947,418,Size Speech,Components,Asus,165.65,4,2025-10-20,Low,Preorder,1.8,1609,0.24,125.89,USD,Mexico,Tablet,Student,Establish send we power letter.
218,32900,17168,Contain How,Audio,Dell,872.88,3,2024-04-01,Medium,In Stock,3.1,3419,0.13,759.41,USD,Mexico,Laptop,Student,Last ahead behavior fight return act left direction.
219,43641,7047,Mission Break,Accessories,Acer,1922.45,2,2024-10-05,High,Preorder,3.8,3223,0.1,1730.21,USD,Canada,Mobile,Gamer,Entire away recognize story.
220,34182,19033,Less Heavy,Smartphones,Apple,986.88,4,2025-08-15,High,Preorder,4.3,4545,0.42,572.39,USD,USA,Laptop,Professional,Industry cup environmental democratic challenge story.
221,17867,10988,Deal Fine,Audio,LG,468.13,3,2024-09-15,Low,In Stock,4.3,111,0.13,407.27,USD,USA,Laptop,Gamer,Race guess environmental look success trade southern.
222,37169,7266,Ten Ten,Smartphones,Apple,1355.06,4,2024-12-19,Low,Preorder,1.2,690,0.16,1138.25,USD,Canada,Laptop,Professional,Bit manage mention bed force religious business arm.
223,8876,1249,Foot Number,Laptops,Asus,2804.56,2,2025-06-10,High,Out of Stock,2.5,3954,0.46,1514.46,USD,Canada,Laptop,Professional,Response collection cover according.
224,48739,10295,Fly Week,Audio,Acer,2904.93,4,2024-08-05,High,Preorder,3.1,2939,0.16,2440.14,USD,Mexico,Desktop,Professional,Five painting cause allow.
225,25390,6279,Agreement Those,Monitors,Acer,2332.61,4,2025-02-03,Low,In Stock,2.7,1711,0.44,1306.26,USD,Spain,Mobile,Gamer,Station government hospital tree decide protect.
226,35039,619,Seat Chair,Components,Acer,1668.45,1,2025-08-05,Low,Preorder,4.2,3630,0.18,1368.13,USD,Canada,Laptop,Casual,Thank answer day none.
227,9057,19430,Law While,Smartphones,Sony,788.84,4,2025-11-10,Medium,Preorder,3.5,4207,0.28,567.96,USD,Spain,Tablet,Casual,Couple follow movie break end girl because.
228,7306,3373,Data Until,Monitors,Sony,1696.63,2,2023-12-17,Low,Preorder,1.5,328,0.19,1374.27,USD,Spain,Mobile,Professional,Just scene not eye soldier blue.
229,30860,851,Try Question,Smartphones,Apple,2813.07,3,2024-08-30,Low,In Stock,4.4,3499,0.1,2531.76,USD,USA,Desktop,Casual,Theory budget lot also man.
230,13668,3256,Blue Ball,Monitors,Asus,1559.9,1,2024-10-05,High,In Stock,2.0,4846,0.09,1419.51,USD,USA,Desktop,Gamer,Mrs wind it possible yeah.
231,30617,15529,Value Whatever,Components,HP,2160.42,4,2025-02-10,High,Preorder,4.0,3485,0.33,1447.48,USD,USA,Mobile,Gamer,Forget message look shake author these.
232,44081,5554,Former Ball,Audio,Asus,2192.48,1,2025-10-20,Medium,In Stock,4.9,448,0.02,2148.63,USD,Spain,Tablet,Professional,Still always set travel lose.
233,30123,6035,Green Accept,Audio,Asus,2183.67,2,2024-03-27,Medium,Preorder,2.4,3895,0.3,1528.57,USD,Canada,Tablet,Gamer,View lot interest mention answer election.
234,36387,9413,Occur Miss,Smartphones,Asus,2266.43,1,2025-07-23,Medium,In Stock,1.7,1384,0.47,1201.21,USD,Spain,Desktop,Gamer,Religious none reveal treat Democrat.
235,20998,729,Newspaper Treatment,Components,Dell,1498.09,4,2024-01-21,Medium,In Stock,2.3,4193,0.4,898.85,USD,Canada,Laptop,Student,Than situation level road Republican PM.
236,3564,4029,Clearly Five,Smartphones,Dell,1893.85,3,2024-09-04,Medium,Out of Stock,1.3,2934,0.01,1874.91,USD,Mexico,Mobile,Casual,Information enough price production.
237,47867,6688,Officer Adult,Smartphones,LG,1572.59,2,2024-08-05,Low,Preorder,1.2,1550,0.31,1085.09,USD,Canada,Laptop,Gamer,From politics response everybody citizen end.
238,5497,13510,For Chance,Accessories,Sony,2724.82,1,2025-07-23,Low,Preorder,4.0,2718,0.18,2234.35,USD,Mexico,Laptop,Student,Although accept down admit so us.
239,29275,5090,Along Simply,Accessories,Samsung,2920.14,1,2024-06-16,Medium,Out of Stock,4.1,468,0.07,2715.73,USD,Canada,Desktop,Casual,Explain book wife father.
240,31330,17178,Prepare Front,Audio,Acer,2557.31,1,2024-02-09,Medium,Preorder,3.0,3122,0.38,1585.53,USD,USA,Mobile,Professional,Boy city nation whatever film.
241,1401,15790,Economic Set,Smartphones,Dell,687.13,1,2024-04-29,Low,Out of Stock,1.2,1357,0.02,673.39,USD,Argentina,Tablet,Casual,Some item above against page.
242,22270,16996,List Mean,Audio,Sony,1704.58,4,2024-04-05,Medium,In Stock,2.7,1290,0.05,1619.35,USD,Canada,Tablet,Casual,Use minute whole sound impact figure large.
243,7708,14022,Actually Attorney,Smartphones,Apple,1047.36,2,2024-09-05,Low,Preorder,4.3,916,0.37,659.84,USD,Spain,Mobile,Student,Nature impact much edge sell three base.
244,10913,18159,Chair Easy,Monitors,Asus,1423.67,1,2025-01-01,Medium,Out of Stock,3.7,3649,0.41,839.97,USD,Spain,Desktop,Professional,Drop scene thank yet identify scientist age.
245,9458,16127,Behind Carry,Accessories,Samsung,573.3,1,2025-09-21,Medium,Out of Stock,3.3,4528,0.24,435.71,USD,Argentina,Laptop,Gamer,Change paper build talk.
246,5297,4143,Family Record,Accessories,Samsung,687.89,1,2025-07-11,Medium,Preorder,4.0,2340,0.43,392.1,USD,USA,Mobile,Casual,Whose leader then assume.
247,39300,6718,Week Threat,Accessories,LG,664.91,4,2024-05-08,High,Preorder,2.1,4827,0.1,598.42,USD,USA,Mobile,Student,Whose call window defense something.
248,42995,16304,Receive Interest,Smartphones,Apple,586.59,1,2025-03-07,Low,In Stock,2.2,18,0.27,428.21,USD,Mexico,Laptop,Professional,Specific letter range across here treatment manager reality.
249,30,19094,Thing Blood,Audio,Acer,2578.09,3,2025-06-18,Medium,Out of Stock,1.2,3691,0.43,1469.51,USD,Spain,Desktop,Professional,Music country tax country doctor member.
250,40134,4715,Last Party,Smartphones,Sony,2823.57,2,2023-12-18,High,In Stock,3.3,4605,0.26,2089.44,USD,Mexico,Tablet,Student,Any water me total.
251,21996,11038,Nature Civil,Smartphones,LG,2489.08,3,2025-04-18,High,Preorder,4.6,3447,0.34,1642.79,USD,Canada,Desktop,Gamer,Life goal rather bar anyone head determine.
252,46693,6361,Strong Usually,Accessories,Samsung,2848.68,3,2025-03-30,High,Preorder,3.3,2608,0.3,1994.08,USD,Mexico,Laptop,Gamer,Dark can simple when.
253,14921,3728,Middle Tend,Laptops,Samsung,730.19,3,2024-06-21,Low,Preorder,4.4,3277,0.45,401.6,USD,Canada,Tablet,Casual,Describe store character.
254,22835,3625,Important Performance,Components,Acer,1400.48,2,2024-03-29,High,In Stock,1.2,4782,0.13,1218.42,USD,Spain,Desktop,Casual,Recent per over reveal team.
255,30109,16485,Range Although,Smartphones,Sony,2974.65,2,2025-07-08,High,Preorder,4.2,2042,0.05,2825.92,USD,Spain,Desktop,Gamer,Store thousand issue who.
256,48015,16160,Believe Mouth,Smartphones,Apple,2777.25,4,2024-03-10,High,Out of Stock,2.0,3224,0.02,2721.7,USD,Canada,Tablet,Gamer,Travel method stock recognize according.
257,40367,9586,Bed Carry,Accessories,Apple,2155.54,2,2025-03-10,High,Out of Stock,1.4,2891,0.32,1465.77,USD,Canada,Mobile,Gamer,Blue power expect company explain she whether.
258,49591,4412,There International,Smartphones,Acer,382.78,1,2024-12-16,Medium,In Stock,3.6,2529,0.26,283.26,USD,Argentina,Desktop,Student,His energy friend surface remain box.
259,8125,2046,That Home,Components,Sony,1407.56,4,2024-11-12,Low,In Stock,4.5,4851,0.44,788.23,USD,Mexico,Desktop,Student,And short own and election enter participant edge.
260,46948,10227,Small Even,Accessories,Apple,2623.68,3,2024-09-02,Medium,Preorder,3.5,2840,0.17,2177.65,USD,Mexico,Desktop,Student,Weight again around pass prevent party radio run.
261,1033,15924,Perform Large,Audio,Samsung,2288.11,1,2024-07-24,Low,Out of Stock,3.4,2533,0.13,1990.66,USD,Canada,Laptop,Professional,Despite senior value best store word.
262,24455,17874,Art Room,Laptops,Sony,2325.93,1,2024-12-19,Low,Out of Stock,1.4,3094,0.35,1511.85,USD,Spain,Desktop,Student,Oil marriage bit story.
263,10334,13183,None Investment,Accessories,Asus,701.8,1,2025-04-16,Low,Out of Stock,4.8,1817,0.23,540.39,USD,Argentina,Desktop,Student,Service stay put agreement financial drug same.
264,48486,10938,Door Section,Monitors,Acer,2223.11,3,2025-05-14,Low,In Stock,5.0,3145,0.11,1978.57,USD,Spain,Laptop,Professional,Require keep choice building.
265,11740,13380,Want Guess,Accessories,LG,236.54,1,2025-02-21,Medium,Out of Stock,1.6,804,0.22,184.5,USD,USA,Tablet,Professional,Go big ever his check gun.
266,17161,5204,Hard Against,Audio,HP,1239.76,4,2025-05-27,High,In Stock,2.7,238,0.39,756.25,USD,Canada,Laptop,Gamer,We change huge their region order heavy pretty.
267,2134,8873,Carry Sign,Monitors,HP,2730.47,4,2024-05-20,High,Preorder,3.0,1463,0.45,1501.76,USD,Argentina,Tablet,Professional,Case section middle food yourself where.
268,49433,12788,Discover Improve,Components,Dell,2893.18,1,2025-08-31,Low,In Stock,1.5,2854,0.42,1678.04,USD,Spain,Tablet,Student,Would foot professor goal.
269,39186,10116,Military Future,Audio,Sony,2170.03,3,2024-06-14,Medium,Preorder,2.5,2554,0.11,1931.33,USD,Argentina,Mobile,Gamer,Church market budget real garden.
270,42877,4039,Theory Professor,Audio,Dell,1332.35,2,2023-12-17,Low,Out of Stock,2.8,1252,0.49,679.5,USD,USA,Mobile,Professional,Manage election party listen employee minute material.
271,30665,2,Pattern Resource,Smartphones,HP,980.4,2,2025-04-02,Medium,Out of Stock,1.8,83,0.46,529.42,USD,USA,Desktop,Student,Leg support can example.
272,24192,5535,Tv Environment,Laptops,Apple,2878.05,1,2025-07-13,Medium,Out of Stock,1.1,171,0.19,2331.22,USD,Mexico,Desktop,Gamer,Window unit blood local agree.
273,12283,12725,Likely Ability,Audio,Acer,1448.88,3,2025-10-23,Low,Out of Stock,2.1,1663,0.5,724.44,USD,USA,Laptop,Casual,Our may next president list state chair.
